1509316341602,0.07887268,0.14356995,-0.071121216,4
1509316341617,8.511353,-1.9912415,1.0546875,1
1509316341618,-1.6784668E-4,0.09336853,-0.03694153,4
1509316341636,10.084778,-2.4768372,0.60479736,1
1509316341637,-0.11659241,-0.16725159,-0.06578064,4
1509316341656,9.751526,-2.4911194,0.6428833,1
1509316341657,-0.034347534,0.038894653,-0.050827026,4
1509316341685,9.480164,-2.5244446,0.6738281,1
1509316341685,0.003036499,0.004714966,-0.02519226,4
1509316341697,9.815796,-2.4601746,0.47625732,1
1509316341697,0.07246399,-0.008102417,-6.2561035E-4,4
1509316341718,9.4539795,-2.1269226,0.5119629,1
1509316341719,0.122665405,0.032485962,0.015396118,4
1509316341736,9.565857,-2.0864563,0.52386475,1
1509316341736,0.071395874,-0.04335022,-0.009170532,4
1509316341756,9.606323,-2.1221619,0.5786133,1
1509316341756,0.016921997,-0.056167603,-0.030532837,4
1509316341776,9.4539795,-2.2173767,0.58813477,1
1509316341776,-0.06211853,-0.055099487,-0.044418335,4
1509316341796,9.692017,-2.700592,0.41674805,1
1509316341797,-0.03755188,-0.07752991,-0.07752991,4
1509316341816,9.799133,-2.6672668,0.39770508,1
1509316341816,0.13121033,-0.02519226,-0.04121399,4
1509316341838,9.742004,-2.3244934,0.583374,1
1509316341838,0.16966248,0.008987427,-0.016647339,4
1509316341855,9.71582,-1.9031677,0.51672363,1
1509316341856,0.10557556,0.005783081,0.0079193115,4
1509316341875,9.527771,-2.0793152,0.3881836,1
1509316341876,0.008377075,0.041030884,0.014328003,4
1509316341895,9.751526,-1.9364929,0.5548096,1
1509316341896,0.06285095,0.0079193115,-0.0059661865,4
1509316341916,9.834839,-1.9460144,0.49768066,1
1509316341916,0.09169006,0.011123657,-0.04762268,4
1509316341936,9.822937,-1.9317322,0.49768066,1
1509316341937,0.08528137,-0.009170532,-0.052963257,4
1509316341955,9.744385,-1.9745789,0.5048218,1
1509316341955,0.017990112,-0.01878357,-0.035873413,4
1509316341975,9.530151,-2.0626526,0.39294434,1
1509316341976,-0.0033721924,0.0015106201,-0.029464722,4
1509316341994,9.449219,-1.9507751,0.52386475,1
1509316341995,0.016921997,-0.003829956,-0.016647339,4
1509316342014,9.546814,-1.9317322,0.5857544,1
1509316342015,-0.031143188,-0.035873413,-0.026260376,4
1509316342035,9.722961,-1.9079285,0.7095337,1
1509316342036,-0.07707214,-0.07325745,-0.032669067,4
1509316342054,9.894348,-1.7532043,0.7833252,1
1509316342054,-0.27360535,-0.109573364,-0.014511108,4
1509316342074,9.8396,-1.9293518,0.5762329,1
1509316342074,-0.622879,-0.10316467,-0.0059661865,4
1509316342094,9.699158,-2.1888123,0.24298096,1
1509316342094,-0.82902527,-0.08287048,-0.011306763,4
1509316342114,9.71344,-2.2364197,0.25250244,1
1509316342114,-0.7969818,-0.054031372,-6.2561035E-4,4
1509316342134,9.77771,-1.7032166,0.58813477,1
1509316342136,-0.94010925,-0.06791687,0.07521057,4
1509316342154,9.8324585,-1.6770325,0.5214844,1
1509316342155,-1.3139496,-0.10102844,0.10084534,4
1509316342173,9.575378,-1.5913391,0.25012207,1
1509316342174,-1.7572174,-0.1053009,0.19163513,4
1509316342195,9.632507,-2.3054504,-0.16644287,1
1509316342195,-1.9227753,-0.13093567,0.10191345,4
1509316342213,9.449219,-2.231659,-0.15692139,1
1509316342213,-1.8405304,-0.12773132,0.16600037,4
1509316342233,9.551575,-2.6863098,-0.29974365,1
1509316342234,-1.5478668,-0.0839386,0.053848267,4
1509316342255,9.325439,-2.3268738,-0.066467285,1
1509316342255,-1.3577423,-0.10209656,0.07627869,4
1509316342273,9.396851,-2.3530579,0.12872314,1
1509316342274,-1.4837799,-0.18113708,0.038894653,4
1509316342292,9.613464,-2.6315613,0.14776611,1
1509316342294,-1.641861,-0.29862976,0.0036468506,4
1509316342314,9.656311,-2.9814758,0.062072754,1
1509316342314,-1.6749725,-0.37339783,-0.04335022,4
1509316342332,9.318298,-3.4289856,-0.014099121,1
1509316342333,-1.465622,-0.3851471,-0.10316467,4
1509316342352,9.2230835,-3.7503357,-0.07836914,1
1509316342353,-1.0330353,-0.39689636,-0.19181824,4
1509316342375,9.232605,-3.8764954,0.0025634766,1
1509316342375,-0.44343567,-0.37339783,-0.30397034,4
1509316342392,9.068359,-3.8717346,0.49291992,1
1509316342393,0.18461609,-0.3082428,-0.4620514,4
1509316342411,8.980286,-3.809845,0.7190552,1
1509316342412,0.6428375,-0.2665863,-0.62760925,4
1509316342431,9.039795,-3.681305,0.666687,1
1509316342432,0.84791565,-0.22279358,-0.7867584,4
1509316342451,9.087402,-3.6551208,0.8547363,1
1509316342452,0.82655334,-0.12132263,-0.9053192,4
1509316342472,9.177856,-3.836029,0.9951782,1
1509316342473,0.64390564,-0.011306763,-0.96513367,4
1509316342491,9.332581,-4.1002502,0.9713745,1
1509316342491,0.43989563,0.06239319,-0.97688293,4
1509316342511,9.52301,-4.4358826,0.85235596,1
1509316342511,0.32133484,0.13609314,-0.95552063,4
1509316342531,9.611084,-4.7572327,0.8833008,1
1509316342531,0.28929138,0.19804382,-0.8989105,4
1509316342551,9.899109,-5.1023865,0.8547363,1
1509316342552,0.37580872,0.23329163,-0.8134613,4
1509316342570,10.265686,-5.214264,0.6262207,1
1509316342571,0.5702057,0.27494812,-0.67674255,4
1509316342590,10.510864,-5.304718,0.288208,1
1509316342591,0.8019867,0.40312195,-0.504776,4
1509316342610,10.5894165,-5.107147,0.19537354,1
1509316342611,1.0348358,0.55693054,-0.300766,4
1509316342630,10.93457,-4.764374,0.20251465,1
1509316342631,1.1715546,0.66908264,-0.091415405,4
1509316342650,11.046448,-4.438263,0.22631836,1
1509316342650,1.1897125,0.765213,0.10939026,4
1509316342670,11.291626,-4.2692566,0.17871094,1
1509316342670,1.1320343,0.83143616,0.2664032,4
1509316342690,11.50824,-3.964569,0.23822021,1
1509316342690,1.0284271,0.876297,0.41700745,4
1509316342711,11.689148,-3.6027527,0.09539795,1
1509316342711,0.82762146,0.95854187,0.5761566,4
1509316342730,11.9557495,-3.2861633,-0.05218506,1
1509316342730,0.55311584,1.0450592,0.7171478,4
